개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3230000,323000001019870001,19870910,,03,폐업,0002,폐업,20091022,,,,473-0577,0,,서울특별시 송파구 풍납동 257-95번지 ,서울특별시 송파구 토성로 30-1 (풍납동),,애니종합동물병원,2015-07-29 17:36:24,I,2018-08-31 23:59:59.0,,209976.153437942    ,447559.131102071    ,동물병원,,,000,
3230000,323000001019880001,19880910,,03,폐업,0002,폐업,20160318,,,,419-0430,0,,서울특별시 송파구 삼전동 49번지 ,서울특별시 송파구 백제고분로 218 (삼전동),,사랑의동물병원,2016-03-18 16:55:07,I,2018-08-31 23:59:59.0,,207955.027310136    ,444570.309103137    ,동물병원,,,000,
3230000,323000001019890002,19891230,,03,폐업,0002,폐업,20000601,,,,418-4684,0,,서울특별시 송파구 송파동 48-19번지 ,,,잠실종합병원,2015-07-30 19:48:42,I,2018-08-31 23:59:59.0,,209761.048881018    ,445221.16975319     ,동물병원,,,000,
3230000,323000001019900002,19900808,,01,영업/정상,0000,정상,,,,,02-404-6123,21.45,,서울특별시 송파구 오금동 39-1,서울특별시 송파구 오금로35길 44 (오금동),05660,이재풍동물병원,2022-12-05 13:09:48,U,2021-11-02 00:07:00.0,,211360.492859605,444924.373362214,,,,,
3230000,323000001019900003,19900511,,03,폐업,0002,폐업,20011010,,,,4006294,0,,서울특별시 송파구 오금동 129-12번지 ,서울특별시 송파구 마천로26길 12 (오금동),,거여가축병원,2015-07-28 16:51:26,I,2018-08-31 23:59:59.0,,212178.422060438    ,444450.850859454    ,동물병원,,,000,
3230000,323000001019910001,19910218,,01,영업/정상,0000,정상,,,,,02-402-5746,0,,서울특별시 송파구 가락동 190-6 무영빌딩,서울특별시 송파구 동남로18길 23, 무영빌딩 (가락동),05783,영국동물병원,2022-12-05 13:10:20,U,2021-11-02 00:07:00.0,,211698.200784756,443566.970137348,,,,,
3230000,323000001019910002,19910330,,01,영업/정상,0000,정상,,,,,02-414-7588,0,,서울특별시 송파구 잠실동 175-12 올림픽타워 101호,서울특별시 송파구 올림픽로 88, 올림픽타워 101호 (잠실동),05556,희망종합동물병원,2022-12-27 11:15:38,U,2021-11-01 22:09:00.0,,207048.638189411,445470.105610856,,,,,
3230000,323000001019910003,19910426,,01,영업/정상,0000,정상,,,,,02-401-0075,0,,서울특별시 송파구 거여동 562-4,서울특별시 송파구 오금로 498 (거여동),05772,노아동물병원,2022-12-05 13:11:35,U,2021-11-02 00:07:00.0,,212655.919014923,443430.772446166,,,,,
3230000,323000001019930001,19930713,,01,영업/정상,0000,정상,,,,,02-443-8083,0,,서울특별시 송파구 거여동 133-77 흥일빌딩,서울특별시 송파구 마천로 264, 흥일빌딩 (거여동),05735,오주동물병원,2022-12-05 13:07:45,U,2021-11-02 00:07:00.0,,212852.620762184,443990.574678948,,,,,
3230000,323000001019930002,1993-07-02,,01,영업/정상,0000,정상,,,,,02-414-0075,0,,서울특별시 송파구 방이동 124-8 남양빌딩,서울특별시 송파구 오금로 203, 남양빌딩 (방이동),05643,페토피아종합동물병원,2023-02-28 15:01:48,U,2022-12-03 00:03:00.0,,210245.052534968,445108.572829289,,,,,
3230000,323000001019930003,19931206,,03,폐업,0002,폐업,20020423,,,,4170280,0,,서울특별시 송파구 석촌동 272-24번지 ,,,석촌동물병원,2015-07-29 17:22:10,I,2018-08-31 23:59:59.0,,209341.713708459    ,444311.491837305    ,동물병원,,,000,
3230000,323000001019930004,19931227,,03,폐업,0002,폐업,20020911,,,,4303737,0,,서울특별시 송파구 가락동 156-3번지 ,서울특별시 송파구 중대로 206 (가락동),,에이스동물병원,2015-07-30 19:32:58,I,2018-08-31 23:59:59.0,,211158.995658969    ,444226.626291439    ,동물병원,,,000,
3230000,323000001019940001,19940629,,01,영업/정상,0000,정상,,,,,02-443-8973,0,,서울특별시 송파구 오금동 120-7,서울특별시 송파구 동남로 318 (오금동),05730,김민재동물병원,2022-12-05 13:12:48,U,2021-11-02 00:07:00.0,,212193.427439158,444617.315100966,,,,,
3230000,323000001019940002,19940331,,03,폐업,0002,폐업,20001222,,,,4025577,0,,서울특별시 송파구 가락동 120-1번지 ,,,워리동물병원,2015-07-30 19:40:57,I,2018-08-31 23:59:59.0,,210976.42354535     ,443383.380467593    ,동물병원,,,000,
3230000,323000001019940003,19940707,,03,폐업,0002,폐업,20180724,,,,418-8611,0,,서울특별시 송파구 방이동 35-9번지 ,서울특별시 송파구 올림픽로 362 (방이동),,박경호동물병원,2018-07-24 16:22:05,I,2018-08-31 23:59:59.0,,209687.792466386    ,446023.390115824    ,동물병원,,,000,
3230000,323000001019960001,19960725,,03,폐업,0002,폐업,20000404,,,,22023515,0,,서울특별시 송파구 삼전동 7-6번지 ,,,서울동물병원,2015-07-29 17:13:19,I,2018-08-31 23:59:59.0,,207763.353192352    ,444701.207870431    ,동물병원,,,000,
3230000,323000001019970001,19970315,,01,영업/정상,0000,정상,,,,,02-2202-0075,0,,서울특별시 송파구 잠실동 234-17 성선빌딩,서울특별시 송파구 백제고분로 161, 성선빌딩 (잠실동),05568,위드펫종합동물병원,2022-12-05 13:13:24,U,2021-11-02 00:07:00.0,,207433.005970073,444811.921776388,,,,,
3230000,323000001019970003,19971030,,03,폐업,0002,폐업,20000722,,,,4191351,0,,,서울특별시 강남구 봉은사로72길 33, 101동 8층 1호 (삼성동, 영무예다음),06155,25시동물병원,2015-07-28 16:09:18,I,2018-08-31 23:59:59.0,,204557.575517171    ,445352.425371856    ,동물병원,,,000,
3230000,323000001019970004,19971204,,03,폐업,0002,폐업,20220826,,,,02-473-6900,0,,서울특별시 송파구 풍납동 480-2,서울특별시 송파구 올림픽로 611 (풍납동),05519,천호동물병원,2022-08-26 16:47:02,U,2021-12-07 22:08:00.0,,210741.421234803,448246.644645749,,,,,
3230000,323000001019980001,19980227,,03,폐업,0002,폐업,20020315,,,,4047582,0,,서울특별시 송파구 가락동 101-1번지 ,,,훼미리동물병원,2015-07-30 20:14:54,I,2018-08-31 23:59:59.0,,210600.11492768     ,443166.621778007    ,동물병원,,,000,
3230000,323000001019980002,19980507,,03,폐업,0002,폐업,20000303,,,,4317575,0,,서울특별시 송파구 가락동 193-3번지 ,,,문정종합동물병원,2015-07-29 16:57:35,I,2018-08-31 23:59:59.0,,211522.187830574    ,443693.193640948    ,동물병원,,,000,
3230000,323000001019980003,19980518,,03,폐업,0002,폐업,20000329,,,,4888275,0,,서울특별시 송파구 풍납동 504-1번지 ,,,박형우종합동물병원,2015-07-29 17:05:45,I,2018-08-31 23:59:59.0,,210576.93002717     ,447660.489283034    ,동물병원,,,000,
3230000,323000001019980004,19980918,,03,폐업,0002,폐업,20020412,,,,449-8575,0,,서울특별시 송파구 마천동 211-45번지 ,서울특별시 송파구 성내천로 306 (마천동),,다사랑동물병원,2015-07-28 17:43:56,I,2018-08-31 23:59:59.0,,213681.00725924     ,443507.687904286    ,동물병원,,,000,
3230000,323000001019980005,19981118,,03,폐업,0002,폐업,20050517,,,,2203-0040,0,,서울특별시 송파구 잠실동 40-1번지 ,서울특별시 송파구 올림픽로 240 (잠실동),,한울동물병원,2015-07-30 20:12:12,I,2018-08-31 23:59:59.0,,208589.363343145    ,445455.90405262     ,동물병원,,,000,
3230000,323000001019980006,19981221,,03,폐업,0002,폐업,20000419,,,,4192611,0,,서울특별시 송파구 석촌동 252-2번지 ,,,엄마손동물병원,2015-07-29 17:37:10,I,2018-08-31 23:59:59.0,,209056.605537083    ,444164.593063831    ,동물병원,,,000,
3230000,323000001019990001,19990108,,01,영업/정상,0000,정상,,,,,02-413-0075,0,,서울특별시 송파구 방이동 226-7 건양빌딩,서울특별시 송파구 오금로 247, 건양빌딩 (방이동),05645,가락종합동물병원,2022-12-05 13:13:51,U,2021-11-02 00:07:00.0,,210632.391175015,444908.653893049,,,,,
3230000,323000001019990002,19990430,,03,폐업,0002,폐업,20161101,,,,404-8275,0,,서울특별시 송파구 거여동 183-11번지 ,서울특별시 송파구 마천로 274 (거여동),,첼린저동물병원,2016-11-02 14:15:28,I,2018-08-31 23:59:59.0,,212923.431207523    ,443926.046944952    ,동물병원,,,000,
3230000,323000001019990003,19990708,,03,폐업,0002,폐업,20000229,,,,4030222,0,,서울특별시 송파구 가락동 49-3번지 ,,,밍키종합동물병원,2015-07-29 16:59:57,I,2018-08-31 23:59:59.0,,210649.574428192    ,443956.992699821    ,동물병원,,,000,
